movieId,imdbID,Title,Year,Genre,Director,Writer,Actors,Language,Poster,imdbRating,imdbVotes
26603,tt0093777,Prince of Darkness,1987,Horror,John Carpenter,John Carpenter,"Donald Pleasence, Jameson Parker, Victor Wong, Lisa Blount","English, Latin",https://m.media-amazon.com/images/M/MV5BZmI1ODg4MjYtY2U4NS00NTRlLWJlMDEtYjY2YzJkNWVhMDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.7,34433
26606,tt0093978,A Chinese Ghost Story,1987,"Action, Fantasy, Horror",Siu-Tung Ching,"Songling Pu (novel), Kai-Chi Yuen","Leslie Cheung, Joey Wang, Wu Ma, Wai Lam",Cantonese,https://m.media-amazon.com/images/M/MV5BM2M5OGJmZTktMzI4Yi00NmI1LTgyOWEtN2M5MTQ1YjUxMzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,8321
26612,tt0094357,A Better Tomorrow II,1987,"Action, Crime, Drama, Thriller",John Woo,"Hark Tsui (story), John Woo","Lung Ti, Yun-Fat Chow, Leslie Cheung, Dean Shek","Mandarin, Cantonese, English",https://m.media-amazon.com/images/M/MV5BMDY0ZWI0MTktZTY4Ny00YWI0LWFmMmUtNWE0YzM2NGUyMWNjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.3,8683
26614,tt0094791,The Bourne Identity,1988,"Action, Adventure, Drama, Mystery, Thriller",,,"Richard Chamberlain, Jaclyn Smith, Anthony Quayle, Donald Moffat","English, French, German",https://m.media-amazon.com/images/M/MV5BMTk0ODU3OTE4OV5BMl5BanBnXkFtZTcwOTY1ODAyMQ@@._V1_SX300.jpg,6.9,3894
26622,tt0095050,Dominick and Eugene,1988,Drama,Robert M. Young,"Corey Blechman, Danny Porfirio (story), Alvin Sargent","Ray Liotta, Tom Hulce, Jamie Lee Curtis, Robert Levine","English, Italian",https://m.media-amazon.com/images/M/MV5BMzZmNjA5MDgtMzhmNS00ODcxLWIxZTQtZDMwMzA4MmM3ZTA1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.1,2429
26629,tt0095444,Killer Klowns from Outer Space,1988,"Comedy, Horror, Sci-Fi",Stephen Chiodo,"Charles Chiodo, Stephen Chiodo","Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon",English,https://m.media-amazon.com/images/M/MV5BMDM5YzZmZjUtMjkzOS00ODBkLWE1OWUtODdmMTYzOTQwNDRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,30590
26630,tt0095655,Moonwalker,1988,"Action, Crime, Fantasy, Music, Thriller","Jerry Kramer, Colin Chilvers","Michael Jackson (story), David Newman (screenplay)","Michael Jackson, Joe Pesci, Sean Lennon, Kelley Parker",English,https://m.media-amazon.com/images/M/MV5BNDM4ZDcxM2QtMTEyNC00OWJhLTkyMjUtYzg4MzRhMTBiNzE1XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,6.1,15292
26631,tt0095715,Alice,1988,"Animation, Adventure, Fantasy, Horror, Thriller",Jan Svankmajer,"Lewis Carroll (novel), Jan Svankmajer",Kristýna Kohoutová,Czech,https://m.media-amazon.com/images/M/MV5BNGU0MzYxZmQtOTE5My00OTMzLTkyYzItNTA4NThhNzljODMzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.5,10617
26645,tt0096386,Life Is a Long Quiet River,1988,Comedy,Étienne Chatiliez,"Étienne Chatiliez, Florence Quentin","Benoît Magimel, Valérie Lalande, Tara Römer, Jérôme Floch","French, English",https://m.media-amazon.com/images/M/MV5BODM1MDUyMTEyN15BMl5BanBnXkFtZTgwMTY3MzkwMzE@._V1_SX300.jpg,6.9,3755
26649,tt0096639,Lonesome Dove,1989,"Adventure, Drama, Western",,,"Robert Duvall, Tommy Lee Jones, Danny Glover, Diane Lane",English,https://m.media-amazon.com/images/M/MV5BMjA4Nzk2NDc4N15BMl5BanBnXkFtZTcwMjYzMTE4MQ@@._V1_SX300.jpg,8.7,19268
26662,tt0097814,Kiki's Delivery Service,1989,"Animation, Adventure, Drama, Family, Fantasy",Hayao Miyazaki,"Eiko Kadono (novel), Hayao Miyazaki (screenplay)","Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda","Japanese, English",https://m.media-amazon.com/images/M/MV5BOTc0ODM1Njk1NF5BMl5BanBnXkFtZTcwMDI5OTEyNw@@._V1_SX300.jpg,7.9,109278
26676,tt0099018,Almost an Angel,1990,"Comedy, Drama",John Cornell,Paul Hogan,"Paul Hogan, Elias Koteas, Linda Kozlowski, Doreen Lang",English,https://m.media-amazon.com/images/M/MV5BOGNmNzA5NzgtYjIxZC00MTkxLWJmNzYtYWIyNDY1Y2QzYzFmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,5.5,3847
26680,tt0099329,Cry-Baby,1990,"Comedy, Musical",John Waters,John Waters,"Johnny Depp, Amy Locane, Susan Tyrrell, Polly Bergen",English,https://m.media-amazon.com/images/M/MV5BOGY3MzAyZDQtYTYyMS00ODI1LWEwYTEtMjU5MGFjZTYxZmQ4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,6.5,52216
26681,tt0099426,Bullet in the Head,1990,"Action, Crime, Drama, Thriller, War",John Woo,"Janet Chun, Patrick Leung, John Woo","Tony Chiu-Wai Leung, Jacky Cheung, Waise Lee, Simon Yam","Cantonese, English, Vietnamese, French",https://m.media-amazon.com/images/M/MV5BOWJiMjNhMGEtYjRiMC00ZWIwLThiNTYtNTNhN2UyOTZkYmNmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.6,9405
26686,tt0099654,Ghost Dad,1990,"Comedy, Family, Fantasy",Sidney Poitier,"Brent Maddock (story), S.S. Wilson (story), Phil Alden Robinson (screenplay), Brent Maddock (screenplay), S.S. Wilson (screenplay)","Bill Cosby, Kimberly Russell, Denise Nicholas, Ian Bannen",English,https://m.media-amazon.com/images/M/MV5BNzUxYmZlNzctYjZlNy00YTQzLWFiM2UtY2UxOGY4MDYyMjExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,4.4,7224
26693,tt0099864,It,1990,"Drama, Horror, Mystery, Thriller",,,"Harry Anderson, Dennis Christopher, Richard Masur, Annette O'Toole",English,https://m.media-amazon.com/images/M/MV5BYjg1YTRkNzQtODgyYi00MTQ5LThiMDYtNDJjMWRjNTdjZDZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.8,110417
26694,tt0099902,Ju Dou,1990,"Drama, Romance","Yimou Zhang, Fengliang Yang(co-director)",Heng Liu,"Ma Chong, Zhijun Cong, Wu Fa, Li Gong",Mandarin,https://m.media-amazon.com/images/M/MV5BOWVkN2M2OGUtNjI0MS00NzI1LTk1NDItZjVkMTI1MTM4MTY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,7.7,7105
26695,tt0099951,The Krays,1990,"Biography, Crime, Drama",Peter Medak,Philip Ridley,"Billie Whitelaw, Tom Bell, Gary Kemp, Martin Kemp",English,https://m.media-amazon.com/images/M/MV5BMTYxZWI0NDQtMDkyNC00NDgzLTkyNWItZDUzNTY3ZjRkYTBjXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,6.6,7284
26696,tt0100029,Lionheart,1990,"Action, Crime, Drama, Sport",Sheldon Lettich,"S.N. Warren (earlier screenplay), Jean-Claude Van Damme (story), Sheldon Lettich (screenplay), Jean-Claude Van Damme (screenplay)","Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan","English, Serbian",https://m.media-amazon.com/images/M/MV5BMTU1NDEyMjktODgyOC00NzYzLTk4ZjctYTc4NWQ4NjA2MGM4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,6.2,31176
26700,tt0100280,Nuns on the Run,1990,"Comedy, Crime",Jonathan Lynn,Jonathan Lynn,"Eric Idle, Robbie Coltrane, Camille Coduri, Janet Suzman",English,https://m.media-amazon.com/images/M/MV5BODVkNjZlMmUtZGQwNC00NjE5LWIxYmYtZThlMTFiZDNmM2UyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6,7304
26701,tt0100339,Patlabor: The Movie,1989,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",Mamoru Oshii,"Kazunori Itô, Masami Yûki (comic)","Toshio Furukawa, David Jarvis, Doug Erholtz, Mîna Tominaga","Japanese, English",https://m.media-amazon.com/images/M/MV5BMTc4ZTY0NjUtNzRkZS00ZDMzLWFjMGUtMDUzNTg0ZWVjNDQyXkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_SX300.jpg,7.1,4338
26704,tt0100685,State of Grace,1990,"Action, Crime, Drama, Romance, Thriller",Phil Joanou,Dennis McIntyre,"Sean Penn, Ed Harris, Gary Oldman, Robin Wright",English,https://m.media-amazon.com/images/M/MV5BMjEyNTY4ODAyMV5BMl5BanBnXkFtZTcwODQxNDI3NA@@._V1_SX300.jpg,7.2,19928
26712,tt0101254,35 Up,1991,"Documentary, Biography",Michael Apted,,"Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield","English, Bengali, Bulgarian",https://m.media-amazon.com/images/M/MV5BOTUzNzYzNTU0OF5BMl5BanBnXkFtZTcwNTE2NDkyMQ@@._V1_SX300.jpg,8.2,2181
26713,tt0101258,Days of Being Wild,1990,"Crime, Drama, Romance",Kar-Wai Wong,"Jeffrey Lau, Kar-Wai Wong","Leslie Cheung, Maggie Cheung, Andy Lau, Carina Lau","Cantonese, Shanghainese, Tagalog, English, Mandarin",https://m.media-amazon.com/images/M/MV5BMTM2N2VmMGYtOGQxYS00Y2EwLTg2YmUtZWJlMmFiNWMzNzdhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,7.6,16278
26717,tt0101420,Begotten,1989,"Fantasy, Horror",E. Elias Merhige,E. Elias Merhige,"Brian Salzberg, Donna Dempsey, Stephen Charles Barry, James Gandia",None,https://m.media-amazon.com/images/M/MV5BMjA5MTQ2MTgwOF5BMl5BanBnXkFtZTcwMTQ5MjgxMQ@@._V1_SX300.jpg,5.8,9258
26726,tt0101786,Dutch,1991,"Comedy, Drama",Peter Faiman,John Hughes,"Ed O'Neill, Ethan Embry, JoBeth Williams, Christopher McDonald",English,https://m.media-amazon.com/images/M/MV5BYmMzY2FhOTgtNjA1OC00ODIyLTgzNWYtMjMwNzUxZDA3NmY1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,6.5,11096
26729,tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,1991,Documentary,"Fax Bahr, George Hickenlooper, Eleanor Coppola","Fax Bahr, George Hickenlooper","Francis Ford Coppola, Eleanor Coppola, Orson Welles, John Milius",English,https://m.media-amazon.com/images/M/MV5BNWQxZTQ4OTItNTdmNS00NGY0LTg5NDAtZjViMjQ2ODg3ZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.1,17504
26732,tt0102164,Johnny Stecchino,1991,"Comedy, Crime, Romance",Roberto Benigni,"Roberto Benigni, Vincenzo Cerami","Roberto Benigni, Nicoletta Braschi, Paolo Bonacelli, Franco Volpi",Italian,https://m.media-amazon.com/images/M/MV5BNWUyYjQ0ODgtZTIzMi00YTg2LThmMWItYWQ0ODAyNTNkMGNiXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,7.2,9220
26736,tt0102293,Riki-Oh: The Story of Ricky,1991,"Action, Comedy, Thriller",Ngai Choi Lam,"Tetsuya Saruwatari (manga ""Riki-oh""), Masahiko Takajo (manga ""Riki-oh""), Ngai Choi Lam (screenplay)","Siu-Wong Fan, Mei Sheng Fan, Ka-Kui Ho, Yukari Ôshima","Cantonese, English",https://m.media-amazon.com/images/M/MV5BYmU0ODhkMzYtYjdhYy00ODhiLWEyYjItNDk4YzIwZDJlN2I2XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,7.1,11898
26741,tt0102395,Mannequin: On the Move,1991,"Comedy, Fantasy, Romance",Stewart Raffill,"Edward Rugoff (characters), Michael Gottlieb (characters), Edward Rugoff, David Isaacs, Ken Levine, Betsy Israel","Kristy Swanson, William Ragsdale, Meshach Taylor, Terry Kiser",English,https://m.media-amazon.com/images/M/MV5BNDUyNWU5ZGMtODRhZC00ZjY0LWExMTgtNzVjMWIxMDFlYmFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,4.4,5426
26743,tt0102587,Only Yesterday,1991,"Animation, Drama, Romance",Isao Takahata,"Hotaru Okamoto (manga), Yuuko Tone (manga), David Freedman (english adaptation), Isao Takahata (screenplay)","Miki Imai, Toshirô Yanagiba, Yoko Honna, Mayumi Izuka","Japanese, Hungarian",https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@._V1_SX300.jpg,7.7,22517
26745,tt0102609,Other People's Money,1991,"Comedy, Drama, Romance",Norman Jewison,"Jerry Sterner (play), Alvin Sargent (screenplay)","Danny DeVito, Gregory Peck, Penelope Ann Miller, Piper Laurie","English, Japanese",https://m.media-amazon.com/images/M/MV5BNjkzZDg4MDctYWRlNS00OTJkLTgyM2EtOGViYjFiZjc4MjQwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,6.2,7536
26750,tt0102744,Quigley Down Under,1990,"Action, Adventure, Drama, Romance, Western",Simon Wincer,John Hill,"Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood","English, Aboriginal",https://m.media-amazon.com/images/M/MV5BMGZlMzMxNDUtMzE2ZC00ODBkLThjMmMtZWZkMGE4ZGM4YTIwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,6.9,18572
26761,tt0103516,Prime Suspect 2,1992,"Crime, Drama, Mystery",,,"Helen Mirren, Colin Salmon, John Benfield, Jack Ellis",English,https://m.media-amazon.com/images/M/MV5BMTU2ODczMjQ0Nl5BMl5BanBnXkFtZTcwNTM2MDAwMQ@@._V1_SX300.jpg,8.2,2434
26764,tt0103923,Captain America,1990,"Action, Adventure, Sci-Fi, War",Albert Pyun,"Joe Simon (characters), Jack Kirby (characters), Stephen Tolkin (story), Lawrence J. Block (story), Stephen Tolkin (screenplay)","Matt Salinger, Ronny Cox, Ned Beatty, Darren McGavin",English,https://m.media-amazon.com/images/M/MV5BZDkxMjg3MzAtMmFjYS00YzUyLWFhYTQtZmFlMzFhZDhjNDI5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,3.2,10717
26765,tt0103950,City Hunter,1993,"Action, Comedy, Crime",Jing Wong,"Tsukasa Hôjô (comic), Jing Wong","Jackie Chan, Joey Wang, Kumiko Goto, Chingmy Yau",Cantonese,https://m.media-amazon.com/images/M/MV5BZDRiOTBmMTMtMGJhZS00NzgzLTgwOWYtNmMwZDg2NDkyYzJiXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,6.5,9411
26776,tt0104652,Porco Rosso,1992,"Animation, Adventure, Comedy, Fantasy, Romance",Hayao Miyazaki,Hayao Miyazaki,"Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura Vi, Tsunehiko Kamijô",Japanese,https://m.media-amazon.com/images/M/MV5BZDIyOTBiZjktYTE0NS00ZGE2LWEzM2YtMzM0MWI2YzIzMGM2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.7,68754
26777,tt0104663,The Stolen Children,1992,Drama,Gianni Amelio,"Gianni Amelio (story), Sandro Petraglia (story), Stefano Rulli (story), Gianni Amelio (screenplay), Sandro Petraglia (screenplay), Stefano Rulli (screenplay), Giorgia Cecere (dialogue collaboration)","Enrico Lo Verso, Valentina Scalici, Giuseppe Ieracitano, Florence Darel",Italian,https://m.media-amazon.com/images/M/MV5BZDViMmNlNzktODY0NS00ZTY4LWIwNDgtMjdjMDlmN2U2MzdhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,7.5,2288
26778,tt0104670,Ladybugs,1992,"Comedy, Sport",Sidney J. Furie,Curtis Burch,"Rodney Dangerfield, Jackée Harry, Jonathan Brandis, Ilene Graff",English,https://m.media-amazon.com/images/M/MV5BYjMwZWYyYWItYTY3ZS00NmJiLTg4ZGQtYjFkN2ZmMTc4MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.5,8462
26782,tt0104802,The Mambo Kings,1992,"Drama, Music",Arne Glimcher,"Oscar Hijuelos (novel), Cynthia Cidre (screenplay)","Pablo Calogero, Scott Cohen, Mario Grillo, Ralph Irizarry","English, Spanish",https://m.media-amazon.com/images/M/MV5BZmQzOGE2MmQtNDg0NC00Y2E5LTg0NTYtZTAyNmIzMWJkYzJmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,6.4,4813
26791,tt0105391,Shining Through,1992,"Drama, Romance, Thriller, War",David Seltzer,"Susan Isaacs (novel), David Seltzer (screenplay)","Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson","English, German",https://m.media-amazon.com/images/M/MV5BMGI1MmU2NDMtYTFiOS00MmU3LWIwYTgtNzU4NjY4ZmQ5NGY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.4,8687
26792,tt0105402,Sidekicks,1992,"Action, Adventure, Comedy, Drama",Aaron Norris,"Lou Illar (story), Galen Thompson (screenplay), Lou Illar (screenplay)","Chuck Norris, Beau Bridges, Jonathan Brandis, Mako",English,https://m.media-amazon.com/images/M/MV5BZGU5YzU3YmQtMTNmMi00MmQzLWEwNTMtZWM2ZjkxYzNiMjJhL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.1,7569
26796,tt0105682,Un Coeur en Hiver,1992,"Drama, Romance",Claude Sautet,"Claude Sautet (scenario and dialogue), Jacques Fieschi (scenario and dialogue), Jérôme Tonnerre (scenario collaborator), Yves Ulmann (collaborating writer)","Daniel Auteuil, Emmanuelle Béart, André Dussollier, Elizabeth Bourgine",French,https://m.media-amazon.com/images/M/MV5BNDM4MzI2NDUtMWE4Mi00NzJlLWFiMmMtMjFjMWQzZmI4MGRkXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,7.6,8441
26797,tt0105764,Visions of Light,1992,"Documentary, History","Arnold Glassman, Todd McCarthy, Stuart Samuels",Todd McCarthy,"Ernest R. Dickerson, Michael Chapman, Allen Daviau, Caleb Deschanel",English,https://m.media-amazon.com/images/M/MV5BMTIwNjU0NjA4Nl5BMl5BanBnXkFtZTcwNDg0NjEzMQ@@._V1_SX300.jpg,7.8,2887
26810,tt0106341,Bad Boy Bubby,1993,"Comedy, Crime, Drama",Rolf de Heer,Rolf de Heer,"Nicholas Hope, Claire Benito, Ralph Cotterill, Syd Brisbane",English,https://m.media-amazon.com/images/M/MV5BMTQwNzczMjg3OV5BMl5BanBnXkFtZTcwODg1NzgyMQ@@._V1_SX300.jpg,7.4,11696
26812,tt0106356,Barbarians at the Gate,1993,"Biography, Comedy, Drama",Glenn Jordan,"Bryan Burrough (book), John Helyar (book), Larry Gelbart (teleplay)","James Garner, Jonathan Pryce, Peter Riegert, Joanna Cassidy",English,https://m.media-amazon.com/images/M/MV5BMTk4ODgwNzM0Ml5BMl5BanBnXkFtZTYwMDE5NDA5._V1_SX300.jpg,7.2,2690
26819,tt0106950,Fortress,1992,"Action, Crime, Sci-Fi, Thriller",Stuart Gordon,"Troy Neighbors (story), Steven Feinberg (story), Troy Neighbors (screenplay), Steven Feinberg (screenplay), David Venable (screenplay), Terry Curtis Fox (screenplay)","Christopher Lambert, Kurtwood Smith, Loryn Locklin, Clifton Collins Jr.",English,https://m.media-amazon.com/images/M/MV5BNmYwZWQyODctOWE0Mi00MTIzLTkxZDUtNWJlYzZkYzc2ZWM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.9,26586
26828,tt0107612,Mr. Nanny,1993,"Action, Comedy, Family",Michael Gottlieb,"Edward Rugoff, Michael Gottlieb","Afa Anoai, Ed Leslie, Butch Brickell, James Coffey","English, German",https://m.media-amazon.com/images/M/MV5BMzgzNWZmYTktYmEwNy00NDhhLWE3MGMtNzExMGMxNTg4YTk2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,3.8,8489
26838,tt0108170,The Snapper,1993,"Comedy, Drama",Stephen Frears,"Roddy Doyle (novel), Roddy Doyle (screenplay)","Colm Meaney, Tina Kellegher, Ruth McCabe, Eanna MacLiam",English,https://m.media-amazon.com/images/M/MV5BMjA3ODE4NDI0Ml5BMl5BanBnXkFtZTcwMjk2OTcxMQ@@._V1_SX300.jpg,7.2,4888
26840,tt0108188,Sonatine,1993,"Action, Comedy, Crime, Drama, Romance, Thriller",Takeshi Kitano,Takeshi Kitano,"Takeshi Kitano, Aya Kokumai, Tetsu Watanabe, Masanobu Katsumura",Japanese,https://m.media-amazon.com/images/M/MV5BNWExYTFhYzktMTQ3OS00MDYxLThlYzAtYjQ2MWQ3MTI4N2JmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.5,16436
26849,tt0108941,The Stand,1994,"Adventure, Drama, Fantasy, Horror, Sci-Fi",,,"Gary Sinise, Molly Ringwald, Jamey Sheridan, Laura San Giacomo",English,https://m.media-amazon.com/images/M/MV5BMjI4ODVkY2ItODUxZi00NTgxLWJjODgtOThkNDhhN2I0ZjA5XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,7.2,30082
26854,tt0109552,Darkman II: The Return of Durant,1995,"Action, Crime, Horror, Sci-Fi, Thriller",Bradford May,"Robert Eisele (story), Lawrence Hertzog (story), Steven McKay (teleplay)","Larry Drake, Arnold Vosloo, Kim Delaney, Renée O'Connor",English,https://m.media-amazon.com/images/M/MV5BNzczZDdhYWEtZDIxNi00NWMzLThiYWQtNTA4YmFkOTk3OTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.1,4605
26861,tt0109838,Freaked,1993,"Comedy, Sci-Fi","Tom Stern, Alex Winter","Tim Burns, Tom Stern, Alex Winter","Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo",English,https://m.media-amazon.com/images/M/MV5BYTJiNmE2YTQtNzE4NC00NTk5LWEyYmMtYzMzMWMwZjc1YWNjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,6.4,5795
26865,tt0110200,Fist of Legend,1994,"Action, Drama, Thriller",Gordon Chan,"Gordon Chan (screenplay), Kwong Kim Yip (screenplay)","Jet Li, Shinobu Nakayama, Siu-Ho Chin, Billy Chow","Cantonese, Mandarin, Japanese, English",https://m.media-amazon.com/images/M/MV5BOTZlNmQxOTQtNTUwZi00NTE3LTg1MDUtMmQ2M2RhN2U3MDMyXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,7.5,21624
26870,tt0110442,Major League II,1994,"Comedy, Sport",David S. Ward,"David S. Ward (characters), R.J. Stewart (story), Tom S. Parker (story), Jim Jennewein (story), R.J. Stewart (screenplay)","Charlie Sheen, Tom Berenger, Corbin Bernsen, Dennis Haysbert",English,https://m.media-amazon.com/images/M/MV5BZWZjMWZiOTItYWVjOS00YzdiLWI1ODktZGZjOTllMmE4Y2FjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.6,24088
26871,tt0110612,My Father the Hero,1994,"Comedy, Romance",Steve Miner,"Gérard Lauzier (screenplay ""Mon père,  ce héros""), Francis Veber (screenplay), Charlie Peters (screenplay)","Gérard Depardieu, Katherine Heigl, Dalton James, Lauren Hutton","English, French",https://m.media-amazon.com/images/M/MV5BZDgwYWEwY2EtNzQyNC00YmUxLWI1OTEtNGE2ZWQ3NjkwODNhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.5,10191
26875,tt0110917,A Pure Formality,1994,"Crime, Drama, Thriller",Giuseppe Tornatore,"Giuseppe Tornatore (story), Giuseppe Tornatore (screenplay), Pascal Quignard (dialogue)","Gérard Depardieu, Roman Polanski, Sergio Rubini, Nicola Di Pinto",French,https://m.media-amazon.com/images/M/MV5BMDI5YmY5ZWItYzgyZS00NjhhLTlhNWYtOGNmMTNkNzAxMGI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,7.7,9223
26887,tt0112040,The Langoliers,1995,"Horror, Mystery, Sci-Fi, Thriller",,,"Tom Holland, Patricia Wettig, Kate Maberly, Mark Lindsay Chapman",English,https://m.media-amazon.com/images/M/MV5BNWNmNmVhZDYtM2Y1Yi00ZmNjLThlNTEtN2JiNjY4NGVhOTcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.1,25610
26900,tt0113556,Kivenpyörittäjän kylä,1995,"Comedy, Drama",Markku Pölönen,"Markku Pölönen, Heikki Turunen (novel)","Martti Suosalo, Henrika Andersson, Matti Varjo, Tanja Kortelainen",Finnish,https://m.media-amazon.com/images/M/MV5BZGIyM2I5MGUtZGQxNC00Njg2LTg5NzYtNDY0ZTA2ODQwMDIzXkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_SX300.jpg,6.6,821
26901,tt0113617,Last of the Dogmen,1995,"Adventure, Western",Tab Murphy,Tab Murphy,"Tom Berenger, Barbara Hershey, Kurtwood Smith, Steve Reevis",English,https://m.media-amazon.com/images/M/MV5BMjU0ZDZiY2MtNWFlOC00YzQzLThmOGMtNTZjYzA2OTRkMDM5XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,7,4677
26903,tt0113824,Whisper of the Heart,1995,"Animation, Drama, Family, Music, Romance",Yoshifumi Kondô,"Hayao Miyazaki (screenplay), Aoi Hiiragi (comic), Cindy Davis (screenplay: English version), Donald H. Hewitt (screenplay: English version)","Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi","Japanese, English",https://m.media-amazon.com/images/M/MV5BNmQ3N2U5NGMtNjU0MS00YTQzLWE1ZDctZDU5M2M5NTNjOGRmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8,43204
26913,tt0114563,Street Fighter II: The Animated Movie,1994,"Animation, Action, Adventure, Fantasy, Sci-Fi",Gisaburô Sugii,"Takashi Nishiyama (original concept), Hiroshi Matsumoto (original concept), Akira Nishitani (original concept), Akira Yasuda (original concept), Kenichi Imai (screenplay), Gisaburô Sugii (screenplay)","Kôjiro Shimizu, Kenji Haga, Miki Fujitani, Masane Tsukayama",Japanese,https://m.media-amazon.com/images/M/MV5BYzY4OWMzZDUtNDE4Ny00MzJhLWFhN2YtNTA1Mjc1MWE4MTE4XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,7.3,7635
26928,tt0115940,A Summer's Tale,1996,"Comedy, Drama, Romance",Éric Rohmer,Éric Rohmer,"Melvil Poupaud, Amanda Langlet, Gwenaëlle Simon, Aurelia Nolin",French,https://m.media-amazon.com/images/M/MV5BMjE3MjUyMDAwOF5BMl5BanBnXkFtZTgwMjM4MTk4MTE@._V1_SX300.jpg,7.6,5759
